n;t_ns
1000000;1.507e+05
1000000;2.977e+05
1000000;2.945e+05
1000000;8.688e+05
1000000;1.122e+06
1000000;8.872e+05
1000000;7.635e+05
1000000;8.430e+04
1000000;1.321e+06
1000000;5.513e+05
1000000;1.323e+06
1000000;2.168e+05
1000000;1.132e+06
1000000;1.033e+06
1000000;1.873e+05
1000000;5.770e+05
1000000;1.451e+06
1000000;7.531e+05
1000000;4.687e+05
1000000;8.409e+05
1000000;1.320e+06
1000000;1.314e+06
1000000;1.854e+05
1000000;1.073e+06
1000000;1.364e+06
1000000;1.118e+06
1000000;4.889e+05
1000000;5.198e+05
1000000;9.200e+05
1000000;1.056e+06
1000000;1.325e+06
1000000;1.113e+06
1000000;7.803e+05
1000000;3.929e+05
